,Year,Season,region,Name,Event,Sport
835,1964,Summer,Bermuda,4,2,['Sailing']
836,1964,Summer,Bolivia,1,1,['Canoeing']
837,1964,Summer,Brazil,61,17,"['Football' 'Sailing' 'Basketball' 'Water Polo' 'Volleyball' 'Boxing'
 'Swimming' 'Athletics' 'Equestrianism' 'Judo' 'Modern Pentathlon']"
838,1964,Summer,Bulgaria,63,56,"['Gymnastics' 'Wrestling' 'Volleyball' 'Boxing' 'Shooting' 'Athletics'
 'Canoeing' 'Cycling' 'Weightlifting']"
839,1964,Summer,Cambodia,13,10,['Sailing' 'Boxing' 'Cycling']
840,1964,Summer,Cameroon,1,2,['Athletics']
841,1964,Summer,Canada,115,92,"['Hockey' 'Fencing' 'Athletics' 'Basketball' 'Shooting' 'Rowing' 'Sailing'
 'Canoeing' 'Gymnastics' 'Boxing' 'Diving' 'Wrestling' 'Equestrianism'
 'Swimming' 'Weightlifting' 'Judo']"
842,1964,Summer,Chad,2,2,['Athletics']
843,1964,Summer,Chile,14,13,"['Athletics' 'Modern Pentathlon' 'Fencing' 'Shooting' 'Boxing'
 'Equestrianism']"
844,1964,Summer,China,39,24,['Hockey' 'Swimming' 'Cycling' 'Athletics' 'Sailing' 'Shooting' 'Boxing']
845,1964,Summer,Colombia,20,19,['Swimming' 'Cycling' 'Shooting' 'Fencing' 'Athletics' 'Diving']
846,1964,Summer,Costa Rica,2,1,['Judo']
847,1964,Summer,Cuba,27,24,['Boxing' 'Athletics' 'Rowing' 'Gymnastics' 'Fencing' 'Weightlifting']
848,1964,Summer,Curacao,4,4,['Fencing' 'Weightlifting']
849,1964,Summer,Czech Republic,104,64,"['Rowing' 'Athletics' 'Football' 'Gymnastics' 'Volleyball' 'Cycling'
 'Shooting' 'Swimming' 'Canoeing' 'Wrestling' 'Boxing' 'Weightlifting'
 'Sailing']"
850,1964,Summer,Denmark,60,40,"['Athletics' 'Sailing' 'Boxing' 'Rowing' 'Cycling' 'Canoeing' 'Wrestling'
 'Swimming' 'Shooting' 'Diving']"
851,1964,Summer,Dominican Republic,1,1,['Athletics']
852,1964,Summer,Egypt,73,35,"['Weightlifting' 'Rowing' 'Water Polo' 'Fencing' 'Wrestling' 'Football'
 'Boxing' 'Shooting' 'Gymnastics']"
853,1964,Summer,Ethiopia,12,11,['Boxing' 'Cycling' 'Athletics']
854,1964,Summer,Finland,89,64,"['Wrestling' 'Athletics' 'Gymnastics' 'Sailing' 'Basketball' 'Boxing'
 'Swimming' 'Rowing' 'Modern Pentathlon' 'Shooting' 'Weightlifting'
 'Diving' 'Canoeing']"
855,1964,Summer,France,138,89,"['Cycling' 'Fencing' 'Gymnastics' 'Wrestling' 'Athletics' 'Swimming'
 'Canoeing' 'Rowing' 'Judo' 'Sailing' 'Boxing' 'Equestrianism' 'Shooting'
 'Weightlifting']"
856,1964,Summer,Germany,337,159,"['Modern Pentathlon' 'Rowing' 'Sailing' 'Fencing' 'Weightlifting' 'Boxing'
 'Hockey' 'Water Polo' 'Football' 'Wrestling' 'Athletics' 'Swimming'
 'Canoeing' 'Equestrianism' 'Shooting' 'Cycling' 'Gymnastics' 'Judo'
 'Diving']"
857,1964,Summer,Ghana,33,18,['Football' 'Athletics' 'Boxing']
858,1964,Summer,Greece,18,16,['Sailing' 'Wrestling' 'Shooting' 'Athletics']
859,1964,Summer,Guyana,1,1,['Weightlifting']
860,1964,Summer,Hungary,182,111,"['Fencing' 'Swimming' 'Wrestling' 'Water Polo' 'Athletics' 'Gymnastics'
 'Shooting' 'Basketball' 'Football' 'Canoeing' 'Cycling' 'Volleyball'
 'Diving' 'Weightlifting' 'Sailing' 'Boxing' 'Modern Pentathlon']"
861,1964,Summer,Iceland,4,5,['Swimming' 'Athletics']
862,1964,Summer,India,52,42,"['Athletics' 'Hockey' 'Wrestling' 'Gymnastics' 'Weightlifting' 'Diving'
 'Shooting' 'Cycling']"
863,1964,Summer,Iran,62,58,"['Boxing' 'Cycling' 'Fencing' 'Football' 'Athletics' 'Gymnastics'
 'Weightlifting' 'Wrestling' 'Diving' 'Shooting' 'Swimming']"
864,1964,Summer,Iraq,13,14,['Weightlifting' 'Boxing' 'Athletics']
865,1964,Summer,Ireland,25,23,"['Boxing' 'Fencing' 'Equestrianism' 'Athletics' 'Sailing' 'Wrestling'
 'Judo']"
866,1964,Summer,Israel,10,12,['Athletics' 'Shooting' 'Swimming']
867,1964,Summer,Italy,167,91,"['Canoeing' 'Athletics' 'Shooting' 'Cycling' 'Equestrianism' 'Boxing'
 'Rowing' 'Water Polo' 'Swimming' 'Basketball' 'Fencing' 'Wrestling'
 'Diving' 'Sailing' 'Judo' 'Gymnastics' 'Weightlifting'
 'Modern Pentathlon']"
868,1964,Summer,Ivory Coast,9,10,['Boxing' 'Athletics']
869,1964,Summer,Jamaica,21,16,['Shooting' 'Athletics' 'Boxing' 'Sailing']
870,1964,Summer,Japan,328,155,"['Gymnastics' 'Rowing' 'Cycling' 'Athletics' 'Water Polo' 'Fencing'
 'Diving' 'Swimming' 'Basketball' 'Equestrianism' 'Volleyball' 'Canoeing'
 'Wrestling' 'Weightlifting' 'Modern Pentathlon' 'Sailing' 'Boxing' 'Judo'
 'Shooting' 'Hockey' 'Football']"
871,1964,Summer,Kenya,37,21,['Hockey' 'Athletics' 'Shooting' 'Sailing' 'Boxing']
872,1964,Summer,Lebanon,5,3,['Shooting' 'Fencing']
873,1964,Summer,Liberia,1,2,['Athletics']
874,1964,Summer,Liechtenstein,2,3,['Athletics']
875,1964,Summer,Luxembourg,12,18,"['Athletics' 'Fencing' 'Shooting' 'Cycling' 'Wrestling' 'Gymnastics'
 'Swimming']"
876,1964,Summer,Madagascar,3,4,['Athletics']
877,1964,Summer,Malaysia,61,48,"['Hockey' 'Cycling' 'Athletics' 'Weightlifting' 'Swimming' 'Shooting'
 'Boxing' 'Wrestling' 'Judo' 'Fencing']"
878,1964,Summer,Mali,2,2,['Athletics']
879,1964,Summer,Mexico,94,58,"['Sailing' 'Swimming' 'Weightlifting' 'Football' 'Basketball' 'Judo'
 'Modern Pentathlon' 'Cycling' 'Wrestling' 'Boxing' 'Shooting' 'Rowing'
 'Diving' 'Athletics' 'Equestrianism']"
880,1964,Summer,Monaco,1,1,['Weightlifting']
881,1964,Summer,Mongolia,21,29,['Wrestling' 'Cycling' 'Athletics' 'Shooting' 'Gymnastics']
882,1964,Summer,Morocco,20,10,['Weightlifting' 'Boxing' 'Athletics' 'Football']
883,1964,Summer,Myanmar,11,11,['Boxing' 'Weightlifting' 'Shooting' 'Athletics' 'Swimming']
884,1964,Summer,Nepal,6,5,['Boxing' 'Athletics']
885,1964,Summer,Netherlands,125,57,"['Rowing' 'Swimming' 'Athletics' 'Hockey' 'Water Polo' 'Volleyball'
 'Cycling' 'Sailing' 'Boxing' 'Judo' 'Canoeing' 'Shooting']"
886,1964,Summer,New Zealand,64,35,"['Hockey' 'Athletics' 'Rowing' 'Cycling' 'Boxing' 'Gymnastics' 'Swimming'
 'Wrestling' 'Equestrianism' 'Sailing' 'Weightlifting']"
887,1964,Summer,Niger,1,1,['Boxing']
888,1964,Summer,Nigeria,18,12,['Athletics' 'Boxing']
889,1964,Summer,Norway,26,23,['Rowing' 'Wrestling' 'Sailing' 'Athletics' 'Shooting' 'Gymnastics']
890,1964,Summer,Pakistan,41,29,"['Hockey' 'Wrestling' 'Boxing' 'Cycling' 'Athletics' 'Weightlifting'
 'Shooting']"
891,1964,Summer,Panama,10,10,['Wrestling' 'Judo' 'Athletics' 'Boxing' 'Weightlifting']
892,1964,Summer,Peru,31,19,['Athletics' 'Basketball' 'Shooting' 'Swimming' 'Cycling']
893,1964,Summer,Philippines,47,45,"['Boxing' 'Shooting' 'Cycling' 'Athletics' 'Wrestling' 'Judo' 'Swimming'
 'Sailing' 'Gymnastics' 'Weightlifting']"
894,1964,Summer,Poland,140,87,"['Fencing' 'Canoeing' 'Gymnastics' 'Athletics' 'Weightlifting' 'Cycling'
 'Boxing' 'Basketball' 'Volleyball' 'Wrestling' 'Shooting' 'Rowing']"
895,1964,Summer,Portugal,20,20,"['Athletics' 'Swimming' 'Sailing' 'Equestrianism' 'Shooting' 'Gymnastics'
 'Judo']"
896,1964,Summer,Puerto Rico,32,29,"['Basketball' 'Diving' 'Weightlifting' 'Athletics' 'Swimming' 'Shooting'
 'Boxing' 'Sailing']"
897,1964,Summer,Republic of the Congo,2,2,['Athletics']
898,1964,Summer,Romania,138,76,"['Football' 'Cycling' 'Weightlifting' 'Athletics' 'Wrestling' 'Volleyball'
 'Shooting' 'Gymnastics' 'Boxing' 'Rowing' 'Fencing' 'Canoeing'
 'Water Polo']"
899,1964,Summer,Russia,317,154,"['Wrestling' 'Athletics' 'Volleyball' 'Water Polo' 'Basketball' 'Sailing'
 'Diving' 'Fencing' 'Gymnastics' 'Swimming' 'Rowing' 'Shooting' 'Boxing'
 'Cycling' 'Judo' 'Canoeing' 'Equestrianism' 'Weightlifting'
 'Modern Pentathlon']"
900,1964,Summer,Senegal,12,7,['Athletics']
901,1964,Summer,Republic of Serbia,75,32,"['Rowing' 'Football' 'Water Polo' 'Gymnastics' 'Athletics' 'Wrestling'
 'Basketball' 'Canoeing' 'Swimming']"
902,1964,Summer,South Korea,153,93,"['Cycling' 'Equestrianism' 'Shooting' 'Rowing' 'Basketball' 'Football'
 'Wrestling' 'Volleyball' 'Modern Pentathlon' 'Gymnastics' 'Athletics'
 'Fencing' 'Weightlifting' 'Swimming' 'Boxing' 'Diving' 'Judo']"
903,1964,Summer,Spain,51,35,"['Athletics' 'Shooting' 'Hockey' 'Swimming' 'Boxing' 'Cycling'
 'Equestrianism' 'Sailing' 'Wrestling']"
904,1964,Summer,Sri Lanka,6,6,['Boxing' 'Wrestling' 'Shooting' 'Athletics']
905,1964,Summer,Sweden,94,72,"['Fencing' 'Shooting' 'Swimming' 'Weightlifting' 'Athletics' 'Gymnastics'
 'Canoeing' 'Wrestling' 'Equestrianism' 'Cycling' 'Sailing'
 'Modern Pentathlon' 'Diving']"
906,1964,Summer,Switzerland,66,51,"['Shooting' 'Fencing' 'Athletics' 'Gymnastics' 'Rowing' 'Swimming'
 'Sailing' 'Equestrianism' 'Judo' 'Cycling' 'Boxing' 'Wrestling'
 'Weightlifting']"
907,1964,Summer,Taiwan,40,46,"['Judo' 'Weightlifting' 'Boxing' 'Athletics' 'Cycling' 'Gymnastics'
 'Shooting']"
908,1964,Summer,United Republic of Tanzania,4,4,['Athletics']
909,1964,Summer,Thailand,54,41,"['Sailing' 'Athletics' 'Shooting' 'Cycling' 'Swimming' 'Weightlifting'
 'Judo' 'Boxing']"
910,1964,Summer,Trinidad and Tobago,13,10,['Weightlifting' 'Sailing' 'Athletics' 'Cycling']
911,1964,Summer,Tunisia,9,9,['Athletics' 'Boxing' 'Judo']
912,1964,Summer,Turkey,23,24,['Wrestling' 'Sailing' 'Athletics' 'Weightlifting']
913,1964,Summer,England,204,124,"['Cycling' 'Sailing' 'Wrestling' 'Athletics' 'Swimming' 'Equestrianism'
 'Rowing' 'Fencing' 'Weightlifting' 'Shooting' 'Hockey' 'Diving' 'Boxing'
 'Modern Pentathlon' 'Gymnastics' 'Judo' 'Canoeing']"
914,1964,Summer,USA,346,159,"['Cycling' 'Swimming' 'Rowing' 'Fencing' 'Shooting' 'Diving' 'Water Polo'
 'Athletics' 'Wrestling' 'Gymnastics' 'Basketball' 'Sailing'
 'Weightlifting' 'Judo' 'Volleyball' 'Boxing' 'Equestrianism' 'Canoeing'
 'Modern Pentathlon']"
915,1964,Summer,Uganda,13,14,['Athletics' 'Boxing']
916,1964,Summer,Uruguay,23,8,['Cycling' 'Rowing' 'Basketball' 'Boxing']
917,1964,Summer,Venezuela,16,16,['Sailing' 'Swimming' 'Shooting' 'Athletics' 'Judo']
918,1964,Summer,Vietnam,16,14,['Athletics' 'Cycling' 'Swimming' 'Judo' 'Fencing']
919,1964,Summer,Zambia,12,13,['Athletics' 'Swimming' 'Boxing' 'Fencing' 'Wrestling']
920,1964,Summer,Zimbabwe,29,15,['Hockey' 'Diving' 'Sailing' 'Athletics' 'Boxing' 'Shooting' 'Swimming']
921,1964,Winter,Argentina,12,8,['Bobsleigh' 'Alpine Skiing' 'Luge']
922,1964,Winter,Australia,5,6,['Alpine Skiing']
923,1964,Winter,Austria,83,29,"['Bobsleigh' 'Ice Hockey' 'Figure Skating' 'Ski Jumping' 'Biathlon'
 'Cross Country Skiing' 'Luge' 'Alpine Skiing' 'Nordic Combined'
 'Speed Skating']"
924,1964,Winter,Belgium,8,6,['Bobsleigh' 'Speed Skating' 'Alpine Skiing']
925,1964,Winter,Bulgaria,7,9,['Alpine Skiing' 'Cross Country Skiing']
926,1964,Winter,Canada,55,27,"['Ice Hockey' 'Luge' 'Bobsleigh' 'Alpine Skiing' 'Figure Skating'
 'Speed Skating' 'Ski Jumping' 'Cross Country Skiing']"
927,1964,Winter,Chile,5,3,['Alpine Skiing']
928,1964,Winter,Czech Republic,46,25,"['Figure Skating' 'Cross Country Skiing' 'Ice Hockey' 'Luge' 'Ski Jumping'
 'Alpine Skiing' 'Nordic Combined' 'Speed Skating']"
929,1964,Winter,Denmark,2,5,['Cross Country Skiing' 'Speed Skating']
930,1964,Winter,Finland,51,23,"['Cross Country Skiing' 'Alpine Skiing' 'Biathlon' 'Ski Jumping'
 'Speed Skating' 'Ice Hockey' 'Nordic Combined']"
931,1964,Winter,France,24,18,"['Cross Country Skiing' 'Alpine Skiing' 'Figure Skating' 'Speed Skating'
 'Biathlon']"
932,1964,Winter,Germany,96,34,"['Ice Hockey' 'Alpine Skiing' 'Figure Skating' 'Speed Skating' 'Luge'
 'Ski Jumping' 'Bobsleigh' 'Cross Country Skiing' 'Nordic Combined'
 'Biathlon']"
933,1964,Winter,Greece,3,3,['Alpine Skiing']
934,1964,Winter,Hungary,28,18,"['Figure Skating' 'Ice Hockey' 'Cross Country Skiing' 'Ski Jumping'
 'Speed Skating' 'Alpine Skiing']"
935,1964,Winter,Iceland,5,4,['Alpine Skiing' 'Cross Country Skiing']
936,1964,Winter,India,1,1,['Alpine Skiing']
937,1964,Winter,Iran,4,3,['Alpine Skiing']
938,1964,Winter,Italy,61,25,"['Figure Skating' 'Ice Hockey' 'Ski Jumping' 'Alpine Skiing' 'Luge'
 'Bobsleigh' 'Nordic Combined' 'Cross Country Skiing' 'Speed Skating']"
939,1964,Winter,Japan,47,22,"['Speed Skating' 'Ski Jumping' 'Nordic Combined' 'Figure Skating'
 'Alpine Skiing' 'Ice Hockey' 'Cross Country Skiing' 'Biathlon']"
940,1964,Winter,Lebanon,4,3,['Alpine Skiing']
941,1964,Winter,Liechtenstein,6,4,['Alpine Skiing' 'Luge']
942,1964,Winter,Mongolia,13,11,['Cross Country Skiing' 'Biathlon' 'Speed Skating']
943,1964,Winter,Netherlands,6,7,['Speed Skating' 'Figure Skating']
944,1964,Winter,North Korea,13,10,['Speed Skating' 'Cross Country Skiing']
945,1964,Winter,Norway,58,24,"['Speed Skating' 'Nordic Combined' 'Ice Hockey' 'Ski Jumping' 'Luge'
 'Figure Skating' 'Alpine Skiing' 'Cross Country Skiing' 'Biathlon']"
946,1964,Winter,Poland,51,24,"['Cross Country Skiing' 'Alpine Skiing' 'Luge' 'Nordic Combined'
 'Ice Hockey' 'Biathlon' 'Ski Jumping' 'Speed Skating']"
947,1964,Winter,Romania,27,6,['Ice Hockey' 'Cross Country Skiing' 'Biathlon' 'Bobsleigh']
948,1964,Winter,Russia,69,27,"['Cross Country Skiing' 'Ice Hockey' 'Speed Skating' 'Figure Skating'
 'Alpine Skiing' 'Nordic Combined' 'Ski Jumping' 'Biathlon']"
949,1964,Winter,Republic of Serbia,31,12,['Alpine Skiing' 'Ice Hockey' 'Cross Country Skiing' 'Ski Jumping']
950,1964,Winter,South Korea,7,12,['Speed Skating' 'Alpine Skiing' 'Cross Country Skiing']
951,1964,Winter,Spain,6,3,['Alpine Skiing']
952,1964,Winter,Sweden,57,25,"['Cross Country Skiing' 'Bobsleigh' 'Ice Hockey' 'Biathlon' 'Ski Jumping'
 'Speed Skating' 'Figure Skating' 'Alpine Skiing']"
953,1964,Winter,Switzerland,72,27,"['Alpine Skiing' 'Figure Skating' 'Cross Country Skiing' 'Luge'
 'Ice Hockey' 'Bobsleigh' 'Speed Skating' 'Biathlon' 'Nordic Combined'
 'Ski Jumping']"
954,1964,Winter,Turkey,5,3,['Alpine Skiing']
955,1964,Winter,England,36,19,"['Cross Country Skiing' 'Alpine Skiing' 'Speed Skating' 'Figure Skating'
 'Biathlon' 'Bobsleigh' 'Luge']"
956,1964,Winter,USA,90,31,"['Biathlon' 'Figure Skating' 'Speed Skating' 'Ski Jumping' 'Bobsleigh'
 'Cross Country Skiing' 'Nordic Combined' 'Ice Hockey' 'Luge'
 'Alpine Skiing']"
957,1968,Summer,Afghanistan,5,5,['Wrestling']
958,1968,Summer,Algeria,3,9,['Boxing' 'Gymnastics']
959,1968,Summer,Argentina,89,60,"['Rowing' 'Equestrianism' 'Boxing' 'Cycling' 'Athletics' 'Hockey'
 'Fencing' 'Swimming' 'Sailing' 'Shooting' 'Wrestling' 'Weightlifting']"
960,1968,Summer,Australia,128,105,"['Swimming' 'Sailing' 'Equestrianism' 'Athletics' 'Diving' 'Gymnastics'
 'Cycling' 'Boxing' 'Canoeing' 'Hockey' 'Rowing' 'Shooting' 'Fencing'
 'Wrestling' 'Modern Pentathlon' 'Weightlifting']"
961,1968,Summer,Austria,43,37,"['Athletics' 'Fencing' 'Boxing' 'Wrestling' 'Rowing' 'Swimming' 'Sailing'
 'Shooting' 'Canoeing' 'Modern Pentathlon' 'Diving' 'Weightlifting']"
962,1968,Summer,The Bahamas,16,12,['Sailing' 'Athletics' 'Wrestling']
963,1968,Summer,Barbados,9,10,['Athletics' 'Swimming' 'Cycling' 'Weightlifting' 'Shooting']
964,1968,Summer,Belgium,82,55,"['Cycling' 'Hockey' 'Fencing' 'Volleyball' 'Canoeing' 'Shooting'
 'Swimming' 'Athletics' 'Rowing' 'Wrestling' 'Gymnastics' 'Sailing'
 'Weightlifting']"
965,1968,Summer,Belize,7,6,['Shooting' 'Cycling' 'Athletics' 'Weightlifting']
966,1968,Summer,Bermuda,6,4,['Sailing' 'Athletics']
967,1968,Summer,Bolivia,4,3,['Shooting' 'Canoeing' 'Equestrianism']
968,1968,Summer,Brazil,76,27,"['Boxing' 'Football' 'Basketball' 'Swimming' 'Volleyball' 'Sailing'
 'Water Polo' 'Athletics' 'Fencing' 'Weightlifting' 'Shooting'
 'Equestrianism' 'Rowing']"
969,1968,Summer,Bulgaria,112,69,"['Gymnastics' 'Volleyball' 'Boxing' 'Modern Pentathlon' 'Wrestling'
 'Rowing' 'Athletics' 'Basketball' 'Swimming' 'Canoeing' 'Shooting'
 'Football' 'Weightlifting']"
970,1968,Summer,Cameroon,5,5,['Boxing' 'Athletics']
971,1968,Summer,Canada,139,124,"['Fencing' 'Boxing' 'Swimming' 'Athletics' 'Canoeing' 'Cycling'
 'Weightlifting' 'Sailing' 'Wrestling' 'Diving' 'Gymnastics' 'Rowing'
 'Equestrianism' 'Shooting']"
972,1968,Summer,Central African Republic,1,1,['Athletics']
973,1968,Summer,Chad,3,3,['Athletics']
974,1968,Summer,Chile,21,19,['Shooting' 'Athletics' 'Boxing' 'Equestrianism']
975,1968,Summer,China,11,12,['Sailing' 'Shooting' 'Swimming']
976,1968,Summer,Colombia,43,33,['Football' 'Swimming' 'Athletics' 'Diving' 'Cycling']
977,1968,Summer,Costa Rica,18,18,['Swimming' 'Shooting' 'Boxing' 'Weightlifting' 'Athletics' 'Cycling']
978,1968,Summer,Cuba,115,78,"['Boxing' 'Gymnastics' 'Shooting' 'Water Polo' 'Weightlifting' 'Fencing'
 'Rowing' 'Basketball' 'Athletics' 'Swimming' 'Wrestling' 'Cycling'
 'Diving']"
979,1968,Summer,Curacao,5,4,['Fencing' 'Weightlifting']
980,1968,Summer,Czech Republic,121,66,"['Athletics' 'Football' 'Volleyball' 'Gymnastics' 'Rowing' 'Canoeing'
 'Cycling' 'Diving' 'Wrestling' 'Shooting' 'Boxing' 'Weightlifting'
 'Swimming' 'Modern Pentathlon']"
981,1968,Summer,Democratic Republic of the Congo,5,2,['Cycling']
982,1968,Summer,Denmark,64,53,"['Canoeing' 'Cycling' 'Sailing' 'Wrestling' 'Rowing' 'Shooting' 'Boxing'
 'Athletics' 'Swimming' 'Gymnastics' 'Modern Pentathlon']"
983,1968,Summer,Dominican Republic,18,16,['Boxing' 'Wrestling' 'Athletics' 'Shooting' 'Weightlifting']
984,1968,Summer,Ecuador,15,21,['Boxing' 'Swimming' 'Athletics' 'Gymnastics' 'Cycling' 'Wrestling']
985,1968,Summer,Egypt,30,18,"['Diving' 'Boxing' 'Weightlifting' 'Fencing' 'Water Polo' 'Wrestling'
 'Shooting']"
986,1968,Summer,El Salvador,60,48,"['Football' 'Sailing' 'Swimming' 'Shooting' 'Athletics' 'Cycling'
 'Weightlifting']"
987,1968,Summer,Ethiopia,18,13,['Boxing' 'Athletics' 'Cycling']
988,1968,Summer,Fiji,1,1,['Athletics']
989,1968,Summer,Finland,66,61,"['Modern Pentathlon' 'Shooting' 'Wrestling' 'Athletics' 'Rowing'
 'Swimming' 'Gymnastics' 'Cycling' 'Weightlifting' 'Diving' 'Canoeing'
 'Boxing' 'Sailing']"
990,1968,Summer,France,200,107,"['Cycling' 'Athletics' 'Sailing' 'Fencing' 'Boxing' 'Hockey' 'Rowing'
 'Gymnastics' 'Canoeing' 'Shooting' 'Swimming' 'Football' 'Weightlifting'
 'Wrestling' 'Modern Pentathlon' 'Equestrianism']"
991,1968,Summer,Germany,499,166,"['Athletics' 'Hockey' 'Fencing' 'Swimming' 'Rowing' 'Cycling' 'Wrestling'
 'Canoeing' 'Shooting' 'Diving' 'Weightlifting' 'Modern Pentathlon'
 'Equestrianism' 'Sailing' 'Gymnastics' 'Water Polo' 'Boxing' 'Volleyball']"
992,1968,Summer,Ghana,31,18,['Football' 'Athletics' 'Boxing']
993,1968,Summer,Greece,44,27,"['Boxing' 'Sailing' 'Athletics' 'Wrestling' 'Water Polo' 'Weightlifting'
 'Shooting']"
994,1968,Summer,Guatemala,48,37,"['Wrestling' 'Swimming' 'Boxing' 'Shooting' 'Football' 'Athletics'
 'Cycling' 'Weightlifting']"
995,1968,Summer,Guinea,15,1,['Football']
996,1968,Summer,Guyana,5,6,['Boxing' 'Cycling' 'Weightlifting' 'Athletics']
997,1968,Summer,Honduras,6,4,['Athletics']
998,1968,Summer,Hungary,166,116,"['Wrestling' 'Athletics' 'Gymnastics' 'Boxing' 'Weightlifting' 'Fencing'
 'Modern Pentathlon' 'Swimming' 'Cycling' 'Football' 'Water Polo' 'Rowing'
 'Canoeing' 'Shooting' 'Sailing']"
999,1968,Summer,Iceland,8,15,['Swimming' 'Athletics' 'Weightlifting']
1000,1968,Summer,India,23,11,['Wrestling' 'Hockey' 'Weightlifting' 'Athletics' 'Shooting']
1001,1968,Summer,Indonesia,6,5,['Weightlifting' 'Sailing']
1002,1968,Summer,Iran,14,14,['Wrestling' 'Weightlifting' 'Athletics']
1003,1968,Summer,Iraq,3,4,['Wrestling' 'Cycling' 'Weightlifting']
1004,1968,Summer,Ireland,31,32,"['Swimming' 'Fencing' 'Shooting' 'Equestrianism' 'Athletics' 'Boxing'
 'Cycling']"
1005,1968,Summer,Israel,29,20,['Football' 'Shooting' 'Swimming' 'Athletics']
1006,1968,Summer,Italy,167,103,"['Fencing' 'Sailing' 'Water Polo' 'Rowing' 'Athletics' 'Shooting'
 'Equestrianism' 'Swimming' 'Boxing' 'Wrestling' 'Canoeing' 'Gymnastics'
 'Cycling' 'Basketball' 'Diving' 'Weightlifting' 'Modern Pentathlon']"
1007,1968,Summer,Ivory Coast,10,7,['Athletics' 'Canoeing']
1008,1968,Summer,Jamaica,25,21,['Athletics' 'Boxing' 'Weightlifting' 'Sailing' 'Swimming']
1009,1968,Summer,Japan,171,97,"['Athletics' 'Rowing' 'Equestrianism' 'Diving' 'Wrestling' 'Gymnastics'
 'Swimming' 'Fencing' 'Modern Pentathlon' 'Volleyball' 'Weightlifting'
 'Cycling' 'Water Polo' 'Shooting' 'Football' 'Hockey' 'Boxing' 'Canoeing']"
1010,1968,Summer,Kenya,39,22,['Athletics' 'Shooting' 'Hockey' 'Boxing']
1011,1968,Summer,Kuwait,2,1,['Athletics']
1012,1968,Summer,Lebanon,11,13,['Cycling' 'Fencing' 'Wrestling' 'Shooting' 'Swimming' 'Weightlifting']
1013,1968,Summer,Libya,1,1,['Athletics']
1014,1968,Summer,Liechtenstein,2,3,['Athletics']
1015,1968,Summer,Luxembourg,5,7,['Fencing' 'Cycling' 'Shooting' 'Athletics' 'Swimming']
1016,1968,Summer,Madagascar,4,6,['Athletics' 'Cycling']
1017,1968,Summer,Malaysia,31,14,['Athletics' 'Hockey' 'Weightlifting' 'Cycling']
1018,1968,Summer,Mali,2,2,['Boxing' 'Athletics']
1019,1968,Summer,Malta,1,1,['Shooting']
1020,1968,Summer,Mexico,274,146,"['Fencing' 'Swimming' 'Volleyball' 'Weightlifting' 'Wrestling' 'Cycling'
 'Football' 'Canoeing' 'Rowing' 'Basketball' 'Equestrianism' 'Hockey'
 'Diving' 'Modern Pentathlon' 'Shooting' 'Athletics' 'Sailing'
 'Water Polo' 'Gymnastics' 'Boxing']"
1021,1968,Summer,Monaco,2,1,['Shooting']
1022,1968,Summer,Mongolia,16,26,['Wrestling' 'Athletics' 'Gymnastics' 'Shooting']
1023,1968,Summer,Morocco,25,14,['Boxing' 'Basketball' 'Wrestling' 'Athletics']
1024,1968,Summer,Myanmar,4,3,['Athletics' 'Boxing']
1025,1968,Summer,Netherlands,107,52,"['Athletics' 'Cycling' 'Canoeing' 'Swimming' 'Sailing' 'Hockey' 'Rowing'
 'Water Polo' 'Diving' 'Boxing' 'Weightlifting']"
1026,1968,Summer,New Zealand,52,26,"['Hockey' 'Shooting' 'Cycling' 'Weightlifting' 'Rowing' 'Swimming'
 'Sailing' 'Athletics']"
1027,1968,Summer,Nicaragua,11,15,['Athletics' 'Boxing' 'Weightlifting']
1028,1968,Summer,Niger,2,2,['Boxing']
1029,1968,Summer,Nigeria,36,18,['Athletics' 'Football' 'Boxing']
1030,1968,Summer,Norway,46,36,"['Sailing' 'Canoeing' 'Cycling' 'Shooting' 'Wrestling' 'Athletics'
 'Gymnastics' 'Weightlifting' 'Swimming' 'Fencing' 'Boxing']"
1031,1968,Summer,Pakistan,15,3,['Hockey' 'Wrestling']
1032,1968,Summer,Panama,16,5,['Basketball' 'Wrestling' 'Weightlifting']
1033,1968,Summer,Paraguay,1,1,['Fencing']
1034,1968,Summer,Peru,28,21,"['Athletics' 'Volleyball' 'Shooting' 'Fencing' 'Swimming' 'Weightlifting'
 'Rowing' 'Boxing']"
1035,1968,Summer,Philippines,49,53,"['Swimming' 'Shooting' 'Boxing' 'Basketball' 'Gymnastics' 'Weightlifting'
 'Athletics' 'Cycling' 'Wrestling' 'Sailing']"
1036,1968,Summer,Poland,177,112,"['Volleyball' 'Fencing' 'Canoeing' 'Athletics' 'Weightlifting' 'Cycling'
 'Wrestling' 'Rowing' 'Basketball' 'Gymnastics' 'Shooting' 'Boxing'
 'Sailing' 'Swimming' 'Equestrianism' 'Diving']"
1037,1968,Summer,Portugal,20,24,['Gymnastics' 'Sailing' 'Fencing' 'Athletics' 'Wrestling' 'Weightlifting']
1038,1968,Summer,Puerto Rico,58,54,"['Basketball' 'Diving' 'Athletics' 'Weightlifting' 'Shooting' 'Swimming'
 'Boxing' 'Sailing' 'Fencing' 'Cycling']"
