,Year,Season,Team,NOC,Name,Event
2852,1984,Summer,Panama,PAN,8,10
2853,1984,Summer,Papua New Guinea,PNG,7,12
2854,1984,Summer,Paraguay,PAR,14,15
2855,1984,Summer,Peru,PER,35,29
2856,1984,Summer,Philippines,PHI,19,28
2857,1984,Summer,Portugal,POR,38,32
2858,1984,Summer,Puerto Rico,PUR,51,45
2859,1984,Summer,Qatar,QAT,24,8
2860,1984,Summer,Romania,ROU,124,86
2861,1984,Summer,Rwanda,RWA,3,6
2862,1984,Summer,Samoa,SAM,8,9
2863,1984,Summer,San Marino,SMR,19,26
2864,1984,Summer,Saudi Arabia,KSA,37,11
2865,1984,Summer,Senegal,SEN,24,21
2866,1984,Summer,Seychelles,SEY,9,15
2867,1984,Summer,Sierra Leone,SLE,7,6
2868,1984,Summer,Singapore,SGP,5,7
2869,1984,Summer,Solomon Islands,SOL,3,3
2870,1984,Summer,Somalia,SOM,7,6
2871,1984,Summer,South Korea,KOR,174,96
2872,1984,Summer,Spain,ESP,179,104
2873,1984,Summer,Sri Lanka,SRI,4,5
2874,1984,Summer,Sudan,SUD,7,9
2875,1984,Summer,Suriname,SUR,5,7
2876,1984,Summer,Swaziland,SWZ,8,11
2877,1984,Summer,Sweden,SWE,174,138
2878,1984,Summer,Switzerland,SUI,129,91
2879,1984,Summer,Syria,SYR,9,9
2880,1984,Summer,Tanzania,TAN,18,14
2881,1984,Summer,Thailand,THA,35,25
2882,1984,Summer,Togo,TOG,6,6
2883,1984,Summer,Tonga,TGA,7,7
2884,1984,Summer,Trinidad and Tobago,TTO,16,14
2885,1984,Summer,Tunisia,TUN,23,17
2886,1984,Summer,Turkey,TUR,46,49
2887,1984,Summer,Uganda,UGA,26,24
2888,1984,Summer,United Arab Emirates,UAE,7,8
2889,1984,Summer,United States,USA,522,217
2890,1984,Summer,United States Virgin Islands,ISV,29,31
2891,1984,Summer,Uruguay,URU,18,11
2892,1984,Summer,Venezuela,VEN,26,29
2893,1984,Summer,West Germany,FRG,389,194
2894,1984,Summer,Yugoslavia,YUG,139,53
2895,1984,Summer,Zambia,ZAM,16,18
2896,1984,Summer,Zimbabwe,ZIM,15,18
2897,1984,Winter,Andorra,AND,2,3
2898,1984,Winter,Argentina,ARG,18,12
2899,1984,Winter,Australia,AUS,10,15
2900,1984,Winter,Austria,AUT,54,24
2901,1984,Winter,Austria-1,AUT,6,3
2902,1984,Winter,Austria-2,AUT,6,3
2903,1984,Winter,Belgium,BEL,4,6
2904,1984,Winter,Bolivia,BOL,3,3
2905,1984,Winter,British Virgin Islands,IVB,1,2
2906,1984,Winter,Bulgaria,BUL,16,11
2907,1984,Winter,Canada,CAN,57,28
2908,1984,Winter,Canada-1,CAN,4,2
2909,1984,Winter,Canada-2,CAN,4,2
2910,1984,Winter,Canada-3,CAN,2,1
2911,1984,Winter,Chile,CHI,4,3
2912,1984,Winter,China,CHN,37,26
2913,1984,Winter,Chinese Taipei,TPE,11,8
2914,1984,Winter,Chinese Taipei-1,TPE,2,1
2915,1984,Winter,Chinese Taipei-2,TPE,2,1
2916,1984,Winter,Costa Rica,CRC,3,6
2917,1984,Winter,Cyprus,CYP,5,4
2918,1984,Winter,Czechoslovakia,TCH,50,22
2919,1984,Winter,East Germany,GDR,38,27
2920,1984,Winter,East Germany-1,GDR,10,4
2921,1984,Winter,East Germany-2,GDR,10,4
2922,1984,Winter,East Germany-3,GDR,2,1
2923,1984,Winter,Egypt,EGY,1,3
2924,1984,Winter,Finland,FIN,45,20
2925,1984,Winter,France,FRA,32,24
2926,1984,Winter,Great Britain,GBR,34,23
2927,1984,Winter,Great Britain-1,GBR,8,3
2928,1984,Winter,Great Britain-2,GBR,6,3
2929,1984,Winter,Great Britain-3,GBR,2,1
2930,1984,Winter,Greece,GRE,6,4
2931,1984,Winter,Hungary,HUN,9,8
2932,1984,Winter,Iceland,ISL,5,6
2933,1984,Winter,Italy,ITA,61,30
2934,1984,Winter,Italy-1,ITA,8,3
2935,1984,Winter,Italy-2,ITA,7,3
2936,1984,Winter,Japan,JPN,39,28
2937,1984,Winter,Japan-1,JPN,2,1
2938,1984,Winter,Japan-2,JPN,2,1
2939,1984,Winter,Lebanon,LIB,4,2
2940,1984,Winter,Liechtenstein,LIE,10,8
2941,1984,Winter,Mexico,MEX,1,3
2942,1984,Winter,Monaco,MON,1,2
2943,1984,Winter,Mongolia,MGL,4,3
2944,1984,Winter,Morocco,MAR,4,2
2945,1984,Winter,Netherlands,NED,13,10
2946,1984,Winter,New Zealand,NZL,6,5
2947,1984,Winter,North Korea,PRK,6,8
2948,1984,Winter,Norway,NOR,58,28
2949,1984,Winter,Poland,POL,30,13
2950,1984,Winter,Puerto Rico,PUR,1,1
2951,1984,Winter,Romania,ROU,18,18
2952,1984,Winter,Romania-1,ROU,2,1
2953,1984,Winter,Romania-2,ROU,2,1
2954,1984,Winter,San Marino,SMR,3,4
2955,1984,Winter,Senegal,SEN,1,2
2956,1984,Winter,South Korea,KOR,15,18
2957,1984,Winter,Soviet Union,URS,75,33
2958,1984,Winter,Soviet Union-1,URS,10,5
2959,1984,Winter,Soviet Union-2,URS,10,5
2960,1984,Winter,Soviet Union-3,URS,4,2
2961,1984,Winter,Spain,ESP,12,11
2962,1984,Winter,Sweden,SWE,60,29
2963,1984,Winter,Switzerland,SUI,31,23
2964,1984,Winter,Switzerland-1,SUI,6,2
2965,1984,Winter,Switzerland-2,SUI,6,2
2966,1984,Winter,Turkey,TUR,7,3
2967,1984,Winter,United States,USA,82,34
2968,1984,Winter,United States-1,USA,12,5
2969,1984,Winter,United States-2,USA,12,5
2970,1984,Winter,United States-3,USA,4,2
2971,1984,Winter,West Germany,FRG,70,34
2972,1984,Winter,West Germany-1,FRG,8,3
2973,1984,Winter,West Germany-2,FRG,8,3
2974,1984,Winter,Yugoslavia,YUG,63,32
2975,1984,Winter,Yugoslavia-1,YUG,5,2
2976,1984,Winter,Yugoslavia-2,YUG,6,2
2977,1988,Summer,Afghanistan,AFG,5,5
2978,1988,Summer,Algeria,ALG,42,29
2979,1988,Summer,American Samoa,ASA,6,6
2980,1988,Summer,Andorra,AND,3,3
2981,1988,Summer,Angola,ANG,24,27
2982,1988,Summer,Antigua and Barbuda,ANT,15,19
2983,1988,Summer,Argentina,ARG,118,53
2984,1988,Summer,Aruba,ARU,8,10
2985,1988,Summer,Australia,AUS,252,145
2986,1988,Summer,Austria,AUT,73,62
2987,1988,Summer,Bahamas,BAH,16,15
2988,1988,Summer,Bahrain,BRN,7,7
2989,1988,Summer,Bangladesh,BAN,6,8
2990,1988,Summer,Barbados,BAR,17,20
2991,1988,Summer,Belgium,BEL,59,65
2992,1988,Summer,Belize,BIZ,10,7
2993,1988,Summer,Benin,BEN,7,7
2994,1988,Summer,Bermuda,BER,12,12
2995,1988,Summer,Bhutan,BHU,3,2
2996,1988,Summer,Bolivia,BOL,7,12
2997,1988,Summer,Botswana,BOT,8,8
2998,1988,Summer,Brazil,BRA,160,106
2999,1988,Summer,British Virgin Islands,IVB,3,4
3000,1988,Summer,Bulgaria,BUL,172,120
3001,1988,Summer,Burkina Faso,BUR,6,7
3002,1988,Summer,Cameroon,CMR,15,21
3003,1988,Summer,Canada,CAN,328,193
3004,1988,Summer,Cayman Islands,CAY,8,7
3005,1988,Summer,Central African Republic,CAF,15,4
3006,1988,Summer,Chad,CHA,6,6
3007,1988,Summer,Chile,CHI,17,14
3008,1988,Summer,China,CHN,270,149
3009,1988,Summer,China-1,CHN,2,1
3010,1988,Summer,China-2,CHN,2,1
3011,1988,Summer,Chinese Taipei,TPE,60,83
3012,1988,Summer,Chinese Taipei-1,TPE,2,1
3013,1988,Summer,Chinese Taipei-2,TPE,2,1
3014,1988,Summer,Colombia,COL,40,34
3015,1988,Summer,Congo (Brazzaville),CGO,7,7
3016,1988,Summer,Congo (Kinshasa),COD,15,15
3017,1988,Summer,Cook Islands,COK,7,8
3018,1988,Summer,Costa Rica,CRC,16,18
3019,1988,Summer,Cote d'Ivoire,CIV,28,10
3020,1988,Summer,Cyprus,CYP,9,10
3021,1988,Summer,Czechoslovakia,TCH,163,97
3022,1988,Summer,Denmark,DEN,78,73
3023,1988,Summer,Djibouti,DJI,6,5
3024,1988,Summer,Dominican Republic,DOM,16,15
3025,1988,Summer,East Germany,GDR,259,157
3026,1988,Summer,Ecuador,ECU,13,15
3027,1988,Summer,Egypt,EGY,49,36
3028,1988,Summer,El Salvador,ESA,6,7
3029,1988,Summer,Equatorial Guinea,GEQ,6,7
3030,1988,Summer,Fiji,FIJ,23,31
3031,1988,Summer,Finland,FIN,78,66
3032,1988,Summer,France,FRA,266,167
3033,1988,Summer,Gabon,GAB,2,2
3034,1988,Summer,Gambia,GAM,6,6
3035,1988,Summer,Ghana,GHA,16,13
3036,1988,Summer,Great Britain,GBR,344,190
3037,1988,Summer,Great Britain-1,GBR,2,1
3038,1988,Summer,Great Britain-2,GBR,2,1
3039,1988,Summer,Greece,GRE,56,43
3040,1988,Summer,Grenada,GRN,6,7
3041,1988,Summer,Guam,GUM,19,22
3042,1988,Summer,Guatemala,GUA,28,16
3043,1988,Summer,Guinea,GUI,6,7
3044,1988,Summer,Guyana,GUY,8,8
3045,1988,Summer,Haiti,HAI,4,5
3046,1988,Summer,Honduras,HON,8,15
3047,1988,Summer,Hong Kong,HKG,47,48
3048,1988,Summer,Hong Kong-1,HKG,2,1
3049,1988,Summer,Hong Kong-2,HKG,2,1
3050,1988,Summer,Hungary,HUN,188,135
3051,1988,Summer,Iceland,ISL,32,25
3052,1988,Summer,India,IND,46,27
3053,1988,Summer,Indonesia,INA,29,32
3054,1988,Summer,Iran,IRI,23,21
3055,1988,Summer,Iraq,IRQ,27,13
3056,1988,Summer,Ireland,IRL,61,47
3057,1988,Summer,Israel,ISR,18,20
3058,1988,Summer,Italy,ITA,253,140
3059,1988,Summer,Jamaica,JAM,35,22
3060,1988,Summer,Japan,JPN,254,165
3061,1988,Summer,Japan-1,JPN,2,1
3062,1988,Summer,Japan-2,JPN,2,1
3063,1988,Summer,Jordan,JOR,7,9
3064,1988,Summer,Kenya,KEN,74,50
3065,1988,Summer,Kuwait,KUW,25,24
3066,1988,Summer,Laos,LAO,3,3
3067,1988,Summer,Lebanon,LIB,21,28
3068,1988,Summer,Lesotho,LES,6,5
3069,1988,Summer,Liberia,LBR,8,10
3070,1988,Summer,Libya,LBA,6,5
3071,1988,Summer,Liechtenstein,LIE,12,15
3072,1988,Summer,Luxembourg,LUX,8,11
3073,1988,Summer,Malawi,MAW,16,16
3074,1988,Summer,Malaysia,MAS,9,15
3075,1988,Summer,Maldives,MDV,7,5
3076,1988,Summer,Mali,MLI,6,8
3077,1988,Summer,Malta,MLT,6,6
3078,1988,Summer,Mauritania,MTN,6,7
3079,1988,Summer,Mauritius,MRI,8,9
3080,1988,Summer,Mexico,MEX,83,82
3081,1988,Summer,Monaco,MON,9,9
3082,1988,Summer,Mongolia,MGL,28,28
3083,1988,Summer,Morocco,MAR,27,25
3084,1988,Summer,Mozambique,MOZ,8,12
3085,1988,Summer,Myanmar,MYA,2,3
3086,1988,Summer,Nepal,NEP,16,17
3087,1988,Summer,Netherlands,NED,147,86
3088,1988,Summer,Netherlands Antilles,AHO,3,4
3089,1988,Summer,New Zealand,NZL,83,58
3090,1988,Summer,Niger,NIG,6,4
3091,1988,Summer,Nigeria,NGR,67,43
3092,1988,Summer,Nigeria-1,NGR,2,1
3093,1988,Summer,Nigeria-2,NGR,2,1
3094,1988,Summer,North Yemen,YAR,8,8
3095,1988,Summer,Norway,NOR,69,42
3096,1988,Summer,Oman,OMA,8,9
3097,1988,Summer,Pakistan,PAK,30,15
3098,1988,Summer,Panama,PAN,6,9
3099,1988,Summer,Papua New Guinea,PNG,11,15
3100,1988,Summer,Paraguay,PAR,10,11
3101,1988,Summer,Peru,PER,21,15
3102,1988,Summer,Philippines,PHI,31,40
3103,1988,Summer,Poland,POL,143,105
3104,1988,Summer,Portugal,POR,65,59
3105,1988,Summer,Puerto Rico,PUR,47,44
3106,1988,Summer,Qatar,QAT,10,10
3107,1988,Summer,Romania,ROU,68,59
3108,1988,Summer,Rwanda,RWA,6,7
3109,1988,Summer,Saint Vincent and the Grenadines,VIN,6,6
3110,1988,Summer,Samoa,SAM,11,11
3111,1988,Summer,San Marino,SMR,11,12
3112,1988,Summer,Saudi Arabia,KSA,9,12
3113,1988,Summer,Senegal,SEN,23,23
3114,1988,Summer,Sierra Leone,SLE,12,14
3115,1988,Summer,Singapore,SGP,8,16
3116,1988,Summer,Solomon Islands,SOL,4,5
3117,1988,Summer,Somalia,SOM,5,4
3118,1988,Summer,South Korea,KOR,398,217
3119,1988,Summer,South Korea-1,KOR,2,1
3120,1988,Summer,South Korea-2,KOR,2,1
3121,1988,Summer,South Yemen,YMD,5,5
3122,1988,Summer,Soviet Union,URS,480,221
3123,1988,Summer,Spain,ESP,229,130
3124,1988,Summer,Sri Lanka,SRI,6,9
3125,1988,Summer,Sudan,SUD,8,8
3126,1988,Summer,Suriname,SUR,6,10
3127,1988,Summer,Swaziland,SWZ,11,11
3128,1988,Summer,Sweden,SWE,184,112
3129,1988,Summer,Sweden-1,SWE,2,1
3130,1988,Summer,Sweden-2,SWE,2,1
3131,1988,Summer,Switzerland,SUI,99,83
3132,1988,Summer,Syria,SYR,13,13
3133,1988,Summer,Tanzania,TAN,10,9
3134,1988,Summer,Thailand,THA,14,12
3135,1988,Summer,Togo,TOG,6,6
3136,1988,Summer,Tonga,TGA,5,7
3137,1988,Summer,Trinidad and Tobago,TTO,6,9
3138,1988,Summer,Tunisia,TUN,41,14
3139,1988,Summer,Turkey,TUR,41,40
3140,1988,Summer,Uganda,UGA,24,22
3141,1988,Summer,United Arab Emirates,UAE,12,15
3142,1988,Summer,United States,USA,527,230
3143,1988,Summer,United States Virgin Islands,ISV,22,27
3144,1988,Summer,Uruguay,URU,15,14
3145,1988,Summer,Vanuatu,VAN,4,6
3146,1988,Summer,Venezuela,VEN,17,15
3147,1988,Summer,Vietnam,VIE,9,12
3148,1988,Summer,West Germany,FRG,345,193
3149,1988,Summer,West Germany-1,FRG,2,1
3150,1988,Summer,West Germany-2,FRG,2,1
3151,1988,Summer,Yugoslavia,YUG,155,72
3152,1988,Summer,Zambia,ZAM,29,11
3153,1988,Summer,Zimbabwe,ZIM,29,38
3154,1988,Winter,Andorra,AND,4,6
3155,1988,Winter,Argentina,ARG,15,16
3156,1988,Winter,Australia,AUS,18,19
3157,1988,Winter,Australia-1,AUS,2,1
3158,1988,Winter,Australia-2,AUS,2,1
3159,1988,Winter,Austria,AUT,70,37
3160,1988,Winter,Austria-1,AUT,8,3
3161,1988,Winter,Austria-2,AUT,8,3
3162,1988,Winter,Belgium,BEL,1,1
3163,1988,Winter,Bolivia,BOL,6,2
3164,1988,Winter,Bulgaria,BUL,26,16
3165,1988,Winter,Bulgaria-1,BUL,2,1
3166,1988,Winter,Bulgaria-2,BUL,2,1
3167,1988,Winter,Canada,CAN,87,40
3168,1988,Winter,Canada-1,CAN,12,5
3169,1988,Winter,Canada-2,CAN,11,5
3170,1988,Winter,Canada-3,CAN,4,2
3171,1988,Winter,Chile,CHI,5,5
3172,1988,Winter,China,CHN,13,13
3173,1988,Winter,Chinese Taipei,TPE,13,8
3174,1988,Winter,Chinese Taipei-1,TPE,2,1
3175,1988,Winter,Chinese Taipei-2,TPE,2,1
3176,1988,Winter,Costa Rica,CRC,2,4
3177,1988,Winter,Cyprus,CYP,3,5
3178,1988,Winter,Czechoslovakia,TCH,59,36
3179,1988,Winter,Denmark,DEN,1,1
3180,1988,Winter,East Germany,GDR,39,29
3181,1988,Winter,East Germany-1,GDR,6,3
3182,1988,Winter,East Germany-2,GDR,8,3
3183,1988,Winter,Fiji,FIJ,1,1
3184,1988,Winter,Finland,FIN,53,22
3185,1988,Winter,France,FRA,64,34
3186,1988,Winter,France-1,FRA,2,1
3187,1988,Winter,France-2,FRA,2,1
3188,1988,Winter,Great Britain,GBR,36,32
3189,1988,Winter,Great Britain-1,GBR,8,3
3190,1988,Winter,Great Britain-2,GBR,8,3
3191,1988,Winter,Greece,GRE,6,9
3192,1988,Winter,Guam,GUM,1,1
3193,1988,Winter,Guatemala,GUA,6,8
3194,1988,Winter,Hungary,HUN,5,6
3195,1988,Winter,Iceland,ISL,3,6
3196,1988,Winter,India,IND,3,2
3197,1988,Winter,Italy,ITA,46,32
3198,1988,Winter,Italy-1,ITA,6,3
3199,1988,Winter,Italy-2,ITA,8,3
3200,1988,Winter,Jamaica,JAM,4,2
3201,1988,Winter,Japan,JPN,48,39
3202,1988,Winter,Japan-1,JPN,2,1
3203,1988,Winter,Japan-2,JPN,2,1
3204,1988,Winter,Lebanon,LIB,4,3
3205,1988,Winter,Liechtenstein,LIE,13,14
3206,1988,Winter,Luxembourg,LUX,1,3
3207,1988,Winter,Mexico,MEX,7,10
3208,1988,Winter,Mexico-1,MEX,2,1
3209,1988,Winter,Mexico-2,MEX,2,1
3210,1988,Winter,Monaco,MON,3,3
3211,1988,Winter,Mongolia,MGL,3,6
3212,1988,Winter,Morocco,MAR,3,2
3213,1988,Winter,Netherlands,NED,11,10
3214,1988,Winter,Netherlands Antilles,AHO,2,2
3215,1988,Winter,New Zealand,NZL,8,9
3216,1988,Winter,New Zealand-1,NZL,2,1
3217,1988,Winter,New Zealand-2,NZL,2,1
3218,1988,Winter,North Korea,PRK,6,10
3219,1988,Winter,Norway,NOR,63,32
3220,1988,Winter,Philippines,PHI,1,1
3221,1988,Winter,Poland,POL,32,16
3222,1988,Winter,Portugal,POR,4,1
3223,1988,Winter,Portugal-1,POR,2,1
3224,1988,Winter,Portugal-2,POR,2,1
3225,1988,Winter,Puerto Rico,PUR,9,8
3226,1988,Winter,Romania,ROU,10,11
3227,1988,Winter,Romania-1,ROU,2,1
3228,1988,Winter,Romania-2,ROU,2,1
3229,1988,Winter,San Marino,SMR,5,5
3230,1988,Winter,South Korea,KOR,22,22
3231,1988,Winter,Soviet Union,URS,75,35
3232,1988,Winter,Soviet Union-1,URS,12,5
3233,1988,Winter,Soviet Union-2,URS,12,5
3234,1988,Winter,Soviet Union-3,URS,4,2
3235,1988,Winter,Spain,ESP,12,16
3236,1988,Winter,Sweden,SWE,67,34
3237,1988,Winter,Switzerland,SUI,60,26
3238,1988,Winter,Switzerland-1,SUI,6,2
3239,1988,Winter,Switzerland-2,SUI,6,2
3240,1988,Winter,Turkey,TUR,8,5
3241,1988,Winter,United States,USA,94,41
3242,1988,Winter,United States Virgin Islands,ISV,2,3
3243,1988,Winter,United States Virgin Islands-1,ISV,2,1
3244,1988,Winter,United States Virgin Islands-2,ISV,2,1
3245,1988,Winter,United States-1,USA,11,5
3246,1988,Winter,United States-2,USA,10,5
3247,1988,Winter,United States-3,USA,2,1
3248,1988,Winter,West Germany,FRG,79,41
3249,1988,Winter,West Germany-1,FRG,8,3
3250,1988,Winter,West Germany-2,FRG,8,3
3251,1988,Winter,Yugoslavia,YUG,22,22
3252,1992,Summer,Albania,ALB,7,8
3253,1992,Summer,Algeria,ALG,35,27
3254,1992,Summer,American Samoa,ASA,3,3
3255,1992,Summer,Andorra,AND,8,5
3256,1992,Summer,Angola,ANG,28,21
3257,1992,Summer,Antigua and Barbuda,ANT,13,15
3258,1992,Summer,Argentina,ARG,84,68
3259,1992,Summer,Aruba,ARU,5,4
3260,1992,Summer,Australia,AUS,279,153
3261,1992,Summer,Austria,AUT,102,68
3262,1992,Summer,Bahamas,BAH,14,13
3263,1992,Summer,Bahrain,BRN,10,10
3264,1992,Summer,Bangladesh,BAN,6,6
3265,1992,Summer,Barbados,BAR,17,17
3266,1992,Summer,Belgium,BEL,68,70
3267,1992,Summer,Belize,BIZ,10,10
3268,1992,Summer,Benin,BEN,6,6
3269,1992,Summer,Bermuda,BER,20,20
3270,1992,Summer,Bhutan,BHU,6,4
3271,1992,Summer,Bolivia,BOL,13,18
3272,1992,Summer,Bosnia and Herzegovina,BIH,10,13
3273,1992,Summer,Botswana,BOT,6,6
3274,1992,Summer,Brazil,BRA,182,107
3275,1992,Summer,British Virgin Islands,IVB,4,2
3276,1992,Summer,Bulgaria,BUL,136,115
3277,1992,Summer,Bulgaria-1,BUL,2,1
3278,1992,Summer,Bulgaria-2,BUL,2,1
3279,1992,Summer,Burkina Faso,BUR,4,4
3280,1992,Summer,Cameroon,CMR,8,9
3281,1992,Summer,Canada,CAN,294,198
3282,1992,Summer,Canada-1,CAN,2,1
3283,1992,Summer,Canada-2,CAN,2,1
3284,1992,Summer,Cayman Islands,CAY,10,7
3285,1992,Summer,Central African Republic,CAF,15,16
3286,1992,Summer,Chad,CHA,6,7
3287,1992,Summer,Chile,CHI,12,12
3288,1992,Summer,China,CHN,233,140
3289,1992,Summer,China-1,CHN,8,4
3290,1992,Summer,China-2,CHN,8,4
3291,1992,Summer,Chinese Taipei,TPE,31,15
3292,1992,Summer,Colombia,COL,49,31
3293,1992,Summer,Congo (Brazzaville),CGO,7,7
3294,1992,Summer,Congo (Kinshasa),COD,17,14
3295,1992,Summer,Cook Islands,COK,2,2
3296,1992,Summer,Costa Rica,CRC,16,18
3297,1992,Summer,Cote d'Ivoire,CIV,13,11
3298,1992,Summer,Croatia,CRO,39,23
3299,1992,Summer,Cuba,CUB,176,90
3300,1992,Summer,Cyprus,CYP,17,17
3301,1992,Summer,Czechoslovakia,TCH,202,120
3302,1992,Summer,Czechoslovakia-1,TCH,2,1
3303,1992,Summer,Czechoslovakia-2,TCH,2,1
3304,1992,Summer,Czechoslovakia-3,TCH,2,1
3305,1992,Summer,Denmark,DEN,102,65
3306,1992,Summer,Denmark-1,DEN,4,2
3307,1992,Summer,Denmark-2,DEN,4,2
3308,1992,Summer,Djibouti,DJI,8,7
3309,1992,Summer,Dominican Republic,DOM,32,13
3310,1992,Summer,Ecuador,ECU,13,15
3311,1992,Summer,Egypt,EGY,75,32
3312,1992,Summer,El Salvador,ESA,4,6
3313,1992,Summer,Equatorial Guinea,GEQ,7,8
3314,1992,Summer,Estonia,EST,37,35
3315,1992,Summer,Ethiopia,ETH,20,11
3316,1992,Summer,Fiji,FIJ,18,32
3317,1992,Summer,Finland,FIN,88,85
3318,1992,Summer,France,FRA,331,194
3319,1992,Summer,France-1,FRA,4,2
3320,1992,Summer,France-2,FRA,4,2
3321,1992,Summer,France-3,FRA,2,1
3322,1992,Summer,Gabon,GAB,5,5
3323,1992,Summer,Gambia,GAM,5,5
3324,1992,Summer,Germany,GER,457,236
3325,1992,Summer,Germany-1,GER,2,1
3326,1992,Summer,Germany-2,GER,2,1
3327,1992,Summer,Germany-3,GER,2,1
3328,1992,Summer,Ghana,GHA,34,13
3329,1992,Summer,Great Britain,GBR,359,200
3330,1992,Summer,Great Britain-1,GBR,6,3
3331,1992,Summer,Great Britain-2,GBR,6,3
3332,1992,Summer,Greece,GRE,70,53
3333,1992,Summer,Grenada,GRN,4,5
3334,1992,Summer,Guam,GUM,22,27
3335,1992,Summer,Guatemala,GUA,14,27
3336,1992,Summer,Guinea,GUI,8,11
3337,1992,Summer,Guyana,GUY,6,7
3338,1992,Summer,Haiti,HAI,7,8
3339,1992,Summer,Honduras,HON,10,25
3340,1992,Summer,Hong Kong,HKG,38,39
3341,1992,Summer,Hungary,HUN,215,156
3342,1992,Summer,Iceland,ISL,27,15
3343,1992,Summer,India,IND,52,36
3344,1992,Summer,Individual Olympic Athletes,IOA,58,54
3345,1992,Summer,Indonesia,INA,34,29
3346,1992,Summer,Indonesia-1,INA,4,2
3347,1992,Summer,Indonesia-2,INA,4,2
3348,1992,Summer,Iran,IRI,36,36
3349,1992,Summer,Iraq,IRQ,8,8
3350,1992,Summer,Ireland,IRL,58,47
3351,1992,Summer,Israel,ISR,30,42
3352,1992,Summer,Italy,ITA,304,169
3353,1992,Summer,Jamaica,JAM,36,23
3354,1992,Summer,Japan,JPN,247,162
3355,1992,Summer,Japan-1,JPN,8,4
3356,1992,Summer,Japan-2,JPN,8,4
3357,1992,Summer,Japan-3,JPN,2,1
3358,1992,Summer,Jordan,JOR,4,5
3359,1992,Summer,Kenya,KEN,49,29
3360,1992,Summer,Kuwait,KUW,32,18
3361,1992,Summer,Laos,LAO,6,7
3362,1992,Summer,Latvia,LAT,34,31
3363,1992,Summer,Lebanon,LIB,12,15
3364,1992,Summer,Lesotho,LES,6,8
3365,1992,Summer,Libya,LBA,5,5
3366,1992,Summer,Liechtenstein,LIE,7,8
3367,1992,Summer,Lithuania,LTU,47,31
3368,1992,Summer,Luxembourg,LUX,6,8
3369,1992,Summer,Madagascar,MAD,13,15
3370,1992,Summer,Malawi,MAW,4,4
3371,1992,Summer,Malaysia,MAS,22,10
3372,1992,Summer,Malaysia-1,MAS,2,1
3373,1992,Summer,Malaysia-2,MAS,2,1
3374,1992,Summer,Maldives,MDV,7,8
3375,1992,Summer,Mali,MLI,5,6
3376,1992,Summer,Malta,MLT,6,8
3377,1992,Summer,Mauritania,MTN,6,6
3378,1992,Summer,Mauritius,MRI,13,17
3379,1992,Summer,Mexico,MEX,102,71
3380,1992,Summer,Monaco,MON,2,4
3381,1992,Summer,Mongolia,MGL,33,31
3382,1992,Summer,Morocco,MAR,44,24
3383,1992,Summer,Mozambique,MOZ,6,7
3384,1992,Summer,Myanmar,MYA,4,5
3385,1992,Summer,Namibia,NAM,6,9
3386,1992,Summer,Nepal,NEP,2,2
3387,1992,Summer,Netherlands,NED,201,105
3388,1992,Summer,Netherlands Antilles,AHO,4,4
3389,1992,Summer,New Zealand,NZL,134,87
3390,1992,Summer,Nicaragua,NCA,8,9
3391,1992,Summer,Niger,NIG,3,3
3392,1992,Summer,Nigeria,NGR,54,33
3393,1992,Summer,Nigeria-1,NGR,2,1
3394,1992,Summer,Nigeria-2,NGR,2,1
3395,1992,Summer,North Korea,PRK,62,51
3396,1992,Summer,North Korea-1,PRK,4,2
3397,1992,Summer,North Korea-2,PRK,4,2
3398,1992,Summer,Norway,NOR,83,64
3399,1992,Summer,Oman,OMA,5,5
3400,1992,Summer,Pakistan,PAK,27,12
3401,1992,Summer,Panama,PAN,5,7
3402,1992,Summer,Papua New Guinea,PNG,13,16
3403,1992,Summer,Paraguay,PAR,27,12
3404,1992,Summer,Peru,PER,16,18
3405,1992,Summer,Philippines,PHI,26,29
3406,1992,Summer,Poland,POL,199,135
3407,1992,Summer,Poland-1,POL,2,1
3408,1992,Summer,Poland-2,POL,2,1
3409,1992,Summer,Portugal,POR,90,71
3410,1992,Summer,Puerto Rico,PUR,71,57
3411,1992,Summer,Qatar,QAT,28,11
3412,1992,Summer,Romania,ROU,171,127
3413,1992,Summer,Romania-1,ROU,2,1
3414,1992,Summer,Romania-2,ROU,2,1
3415,1992,Summer,Rwanda,RWA,10,8
3416,1992,Summer,Saint Vincent and the Grenadines,VIN,6,5
3417,1992,Summer,Samoa,SAM,5,5
3418,1992,Summer,San Marino,SMR,17,15
3419,1992,Summer,Saudi Arabia,KSA,9,13
3420,1992,Summer,Senegal,SEN,20,20
3421,1992,Summer,Seychelles,SEY,11,18
3422,1992,Summer,Sierra Leone,SLE,11,12
3423,1992,Summer,Singapore,SGP,14,26
3424,1992,Summer,Slovenia,SLO,35,34
3425,1992,Summer,Solomon Islands,SOL,1,1
3426,1992,Summer,South Africa,RSA,93,87
3427,1992,Summer,South Korea,KOR,215,130
3428,1992,Summer,South Korea-1,KOR,8,4
3429,1992,Summer,South Korea-2,KOR,8,4
3430,1992,Summer,Spain,ESP,422,195
3431,1992,Summer,Sri Lanka,SRI,11,16
3432,1992,Summer,Sudan,SUD,6,7
3433,1992,Summer,Suriname,SUR,6,7
3434,1992,Summer,Swaziland,SWZ,6,10
3435,1992,Summer,Sweden,SWE,183,119
